pokedex_number,name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,generation,height_m,weight_kg,is_legendary,moves
656,Froakie,water,,41,56,40,62,44,71,6,0.3,7.0,0,Strength;Bounce;Thief;Acrobatics;Round;Quick Attack;Hydro Pump;Waterfall;Dig;Rock Slide;U-turn;Water Pulse;Pound;Bubble;Scald;Icy Wind;Hidden Power;Lick;Secret Power;Cut;Water Pledge;Surf;Power-Up Punch;Ice Beam;Rock Smash;Echoed Voice;Smack Down;Facade;Snore;Dive
657,Frogadier,water,,54,63,52,83,56,97,6,0.6,10.9,0,Strength;Bounce;Thief;Acrobatics;Round;Quick Attack;Hydro Pump;Waterfall;Dig;Rock Slide;U-turn;Water Pulse;Pound;Bubble;Scald;Icy Wind;Hidden Power;Lick;Secret Power;Cut;Water Pledge;Surf;Power-Up Punch;Ice Punch;Ice Beam;Rock Smash;Dark Pulse;Echoed Voice;Smack Down;Facade;Snore;Dive
658,Greninja,water,dark,72,145,67,153,71,132,6,1.5,40.0,0,Strength;Shadow Sneak;Cut;Bounce;Thief;Acrobatics;Round;Quick Attack;Hydro Pump;Waterfall;Extrasensory;Dig;Rock Slide;Water Shuriken;U-turn;Water Pulse;Pound;Bubble;Scald;Icy Wind;Hidden Power;Lick;Secret Power;Brutal Swing;Night Slash;Water Pledge;Surf;Power-Up Punch;Ice Punch;Ice Beam;Hydro Cannon;Rock Smash;Dark Pulse;Echoed Voice;Smack Down;Facade;Hyper Beam;Snore;Giga Impact;Dive
659,Bunnelby,normal,,38,36,38,32,36,57,6,0.4,5.0,0,Strength;Double Slap;Bounce;Thief;Round;Iron Head;Quick Attack;Brick Break;Stone Edge;Dig;Mud-Slap;Payback;Rock Slide;Iron Tail;U-turn;Take Down;Earthquake;Hidden Power;Cut;Bulldoze;Secret Power;Surf;Power-Up Punch;Rock Smash;Smack Down;Mud Shot;Last Resort;Wild Charge;Facade;Sludge Bomb;Snore;Rollout;Double Kick
660,Diggersby,normal,ground,85,56,77,50,77,78,6,1.0,42.4,0,Fire Punch;Focus Punch;Dig;U-turn;Take Down;Superpower;Bulldoze;Secret Power;Power-Up Punch;Ice Punch;Rock Smash;Sludge Bomb;Double Slap;Bounce;Round;Iron Head;Brick Break;Stone Edge;Rock Slide;Mud-Slap;Iron Tail;Earthquake;Thunder Punch;Smack Down;Mud Shot;Wild Charge;Knock Off;Payback;Cut;Surf;Last Resort;Facade;Hyper Beam;Rollout;Strength;Thief;Quick Attack;Foul Play;Hidden Power;Brutal Swing;Hammer Arm;Earth Power;Snore;Double Kick;Uproar;Giga Impact
661,Fletchling,normal,flying,45,50,43,40,38,62,6,0.3,1.7,0,Peck;Thief;Round;Quick Attack;Steel Wing;Overheat;U-turn;Fly;Heat Wave;Hidden Power;Secret Power;Flame Charge;Facade;Snore;Acrobatics
662,Fletchinder,fire,flying,62,73,55,56,52,84,6,0.7,16.0,0,Peck;Thief;Round;Quick Attack;Incinerate;Steel Wing;Overheat;Ember;U-turn;Fly;Heat Wave;Hidden Power;Secret Power;Flame Charge;Fire Blast;Flamethrower;Facade;Snore;Acrobatics
663,Talonflame,fire,flying,78,81,71,74,69,126,6,1.2,24.5,0,Peck;Thief;Round;Quick Attack;Incinerate;Steel Wing;Overheat;Ember;U-turn;Fly;Heat Wave;Hidden Power;Brave Bird;Secret Power;Flame Charge;Solar Beam;Flare Blitz;Fire Blast;Flamethrower;Facade;Hyper Beam;Snore;Giga Impact;Acrobatics
664,Scatterbug,bug,,38,35,40,27,25,35,6,0.3,2.5,0,Bug Bite
665,Spewpa,bug,,45,22,60,27,30,29,6,0.3,8.4,0,Bug Bite;Electroweb
666,Vivillon,bug,flying,80,52,50,90,50,89,6,1.2,17.0,0,Gust;Thief;Psybeam;Round;Hurricane;Bug Bite;Energy Ball;U-turn;Dream Eater;Bug Buzz;Psychic;Hidden Power;Secret Power;Draining Kiss;Infestation;Struggle Bug;Solar Beam;Signal Beam;Electroweb;Facade;Hyper Beam;Giga Drain;Snore;Giga Impact;Acrobatics
667,Litleo,fire,normal,62,50,58,73,54,72,6,0.6,13.5,0,Strength;Hyper Voice;Thief;Round;Fire Fang;Incinerate;Headbutt;Crunch;Dig;Payback;Retaliate;Iron Tail;Overheat;Ember;Take Down;Heat Wave;Hidden Power;Bulldoze;Flame Charge;Secret Power;Solar Beam;Flare Blitz;Fire Blast;Flamethrower;Rock Smash;Dark Pulse;Echoed Voice;Wild Charge;Facade;Snore;Snarl
668,Pyroar,fire,normal,86,68,72,109,66,106,6,1.5,81.5,0,Strength;Hyper Voice;Bounce;Thief;Round;Fire Fang;Incinerate;Headbutt;Crunch;Dig;Payback;Retaliate;Iron Tail;Overheat;Ember;Take Down;Heat Wave;Hidden Power;Bulldoze;Flame Charge;Secret Power;Solar Beam;Flare Blitz;Fire Blast;Flamethrower;Rock Smash;Dark Pulse;Echoed Voice;Wild Charge;Facade;Hyper Beam;Snore;Snarl;Giga Impact
669,Flabebe,fairy,,44,38,39,61,79,42,6,0.1,0.1,0,Petal Dance;Round;Covet;Energy Ball;Dazzling Gleam;Moonblast;Psychic;Seed Bomb;Hidden Power;Fairy Wind;Secret Power;Vine Whip;Solar Beam;Echoed Voice;Petal Blizzard;Razor Leaf;Giga Drain;Snore;Facade
670,Floette,fairy,,74,65,67,125,128,92,6,0.2,0.9,0,Petal Dance;Round;Covet;Energy Ball;Dazzling Gleam;Moonblast;Psychic;Seed Bomb;Hidden Power;Fairy Wind;Secret Power;Vine Whip;Solar Beam;Echoed Voice;Petal Blizzard;Razor Leaf;Giga Drain;Snore;Facade
671,Florges,fairy,,78,65,68,112,154,75,6,1.1,10.0,0,Light of Ruin;Petal Dance;Round;Covet;Energy Ball;Dazzling Gleam;Moonblast;Psychic;Seed Bomb;Hidden Power;Fairy Wind;Secret Power;Vine Whip;Solar Beam;Echoed Voice;Petal Blizzard;Razor Leaf;Giga Drain;Snore;Hyper Beam;Facade;Giga Impact
672,Skiddo,grass,,66,65,48,62,57,52,6,0.9,31.0,0,Strength;Round;Horn Leech;Double-Edge;Zen Headbutt;Brick Break;Dig;Payback;Rock Slide;Retaliate;Energy Ball;Iron Tail;Take Down;Seed Bomb;Hidden Power;Bulldoze;Secret Power;Vine Whip;Surf;Solar Beam;Rock Smash;Wild Charge;Razor Leaf;Facade;Giga Drain;Rollout;Snore;Leaf Blade
673,Gogoat,grass,,123,100,62,97,81,68,6,1.7,91.0,0,Strength;Bounce;Round;Horn Leech;Double-Edge;Zen Headbutt;Brick Break;Dig;Payback;Rock Slide;Retaliate;Energy Ball;Iron Tail;Take Down;Earthquake;Seed Bomb;Superpower;Hidden Power;Bulldoze;Secret Power;Vine Whip;Surf;Solar Beam;Rock Smash;Wild Charge;Razor Leaf;Hyper Beam;Giga Drain;Rollout;Snore;Facade;Giga Impact;Leaf Blade
674,Pancham,fighting,,67,82,62,46,48,43,6,0.6,8.0,0,Hyper Voice;Body Slam;Fire Punch;Covet;Zen Headbutt;Focus Punch;Comet Punch;Dig;Superpower;Bulldoze;Secret Power;Power-Up Punch;Ice Punch;Rock Smash;Arm Thrust;Circle Throw;Sludge Bomb;Round;Iron Head;Brick Break;Stone Edge;Rock Slide;Shadow Claw;Power Trip;False Swipe;Thunder Punch;Slash;Dark Pulse;Echoed Voice;Dual Chop;Karate Chop;Knock Off;Crunch;Payback;Retaliate;Cut;Surf;Drain Punch;Facade;Strength;Sky Uppercut;Foul Play;Hidden Power;Storm Throw;Low Sweep;Snore;Uproar
675,Pangoro,fighting,dark,95,124,78,69,71,58,6,2.1,136.0,0,Hyper Voice;Body Slam;Fire Punch;Covet;Zen Headbutt;Focus Punch;Comet Punch;Dig;Superpower;Bulldoze;Secret Power;Outrage;Power-Up Punch;Ice Punch;Rock Smash;Arm Thrust;Circle Throw;Sludge Bomb;Focus Blast;Round;Iron Head;Brick Break;Stone Edge;Rock Slide;Shadow Claw;Poison Jab;Earthquake;Power Trip;False Swipe;Thunder Punch;Slash;Dark Pulse;Echoed Voice;Dragon Claw;Dual Chop;X-Scissor;Karate Chop;Knock Off;Crunch;Payback;Retaliate;Cut;Surf;Drain Punch;Facade;Hyper Beam;Snarl;Strength;Thief;Sky Uppercut;Foul Play;Hidden Power;Storm Throw;Infestation;Low Sweep;Hammer Arm;Bullet Punch;Snore;Uproar;Giga Impact
676,Furfrou,normal,,75,80,60,65,90,102,6,1.2,28.0,0,Hyper Voice;Round;Zen Headbutt;Headbutt;Dig;Charge Beam;Retaliate;Iron Tail;U-turn;Take Down;Hidden Power;Secret Power;Surf;Bite;Rock Smash;Sucker Punch;Echoed Voice;Dark Pulse;Last Resort;Wild Charge;Facade;Snore;Uproar;Snarl;Giga Impact
677,Espurr,psychic,,62,48,54,63,60,68,6,0.3,3.5,0,Psyshock;Fake Out;Psybeam;Round;Covet;Zen Headbutt;Charge Beam;Payback;Energy Ball;Iron Tail;Scratch;Thunderbolt;Confusion;Dream Eater;Psychic;Hidden Power;Cut;Secret Power;Signal Beam;Dark Pulse;Echoed Voice;Facade;Snore
678,Meowstic-F,psychic,,74,48,76,83,81,104,6,0.6,8.5,0,Psyshock;Fake Out;Psybeam;Round;Covet;Zen Headbutt;Charge Beam;Extrasensory;Dig;Payback;Energy Ball;Iron Tail;Scratch;Thunderbolt;Confusion;Dream Eater;Psychic;Hidden Power;Cut;Secret Power;Stored Power;Power-Up Punch;Signal Beam;Sucker Punch;Echoed Voice;Dark Pulse;Shadow Ball;Facade;Hyper Beam;Snore;Giga Impact
678,Meowstic-M,psychic,,74,48,76,83,81,104,6,0.6,8.5,0,Psyshock;Fake Out;Psybeam;Round;Covet;Zen Headbutt;Charge Beam;Dig;Payback;Energy Ball;Iron Tail;Scratch;Thunderbolt;Confusion;Dream Eater;Psychic;Hidden Power;Cut;Secret Power;Power-Up Punch;Signal Beam;Sucker Punch;Echoed Voice;Dark Pulse;Shadow Ball;Facade;Snore;Hyper Beam;Giga Impact
679,Honedge,steel,ghost,45,80,100,35,37,28,6,0.8,2.0,0,Shadow Sneak;Iron Head;Brick Break;Rock Slide;Shadow Claw;Retaliate;Hidden Power;Pursuit;False Swipe;Secret Power;Cut;Brutal Swing;Night Slash;Fury Cutter;Slash;Flash Cannon;Rock Smash;Facade;Snore;Sacred Sword
680,Doublade,steel,ghost,59,110,150,45,49,35,6,0.8,4.5,0,Shadow Sneak;Iron Head;Brick Break;Rock Slide;Shadow Claw;Retaliate;Hidden Power;Pursuit;False Swipe;Secret Power;Cut;Brutal Swing;Night Slash;Fury Cutter;Slash;Flash Cannon;Rock Smash;Facade;Snore;Sacred Sword
681,Aegislash,steel,ghost,60,150,50,150,50,60,6,1.7,53.0,0,Shadow Sneak;Iron Head;Round;Brick Break;Rock Slide;Head Smash;Retaliate;Shadow Claw;Hidden Power;Pursuit;False Swipe;Secret Power;Cut;Brutal Swing;Night Slash;Fury Cutter;Slash;Flash Cannon;Rock Smash;Shadow Ball;Facade;Hyper Beam;Snore;Sacred Sword;Giga Impact
682,Spritzee,fairy,,78,52,60,63,65,23,6,0.2,0.5,0,Round;Covet;Charge Beam;Energy Ball;Dazzling Gleam;Thunderbolt;Dream Eater;Moonblast;Psychic;Hidden Power;Fairy Wind;Secret Power;Draining Kiss;Flash Cannon;Echoed Voice;Facade;Snore
683,Aromatisse,fairy,,101,72,72,99,89,29,6,0.8,15.5,0,Thunder;Psyshock;Round;Covet;Charge Beam;Energy Ball;Dazzling Gleam;Thunderbolt;Dream Eater;Moonblast;Psychic;Hidden Power;Fairy Wind;Secret Power;Draining Kiss;Flash Cannon;Drain Punch;Echoed Voice;Facade;Snore;Hyper Beam;Giga Impact
684,Swirlix,fairy,,62,48,66,59,57,49,6,0.4,3.5,0,Thief;Round;Covet;Energy Ball;Dazzling Gleam;Thunderbolt;Dream Eater;Psychic;Hidden Power;Fairy Wind;Secret Power;Surf;Draining Kiss;Flamethrower;Play Rough;Facade;Snore
685,Slurpuff,fairy,,82,80,86,85,75,72,6,0.8,5.0,0,Thief;Round;Covet;Energy Ball;Dazzling Gleam;Thunderbolt;Dream Eater;Psychic;Hidden Power;Fairy Wind;Secret Power;Surf;Draining Kiss;Drain Punch;Flamethrower;Play Rough;Hyper Beam;Snore;Facade;Giga Impact
686,Inkay,dark,psychic,53,54,53,37,46,45,6,0.4,3.5,0,Peck;Thief;Psybeam;Constrict;Round;Knock Off;Rock Slide;Payback;Retaliate;Foul Play;Thunderbolt;Psychic;Superpower;Hidden Power;Secret Power;Cut;Night Slash;Slash;Psycho Cut;Flamethrower;Dark Pulse;Facade;Snore;Pluck
687,Malamar,dark,psychic,86,92,88,68,75,73,6,1.5,47.0,0,Peck;Psyshock;Thief;Psybeam;Constrict;Round;Knock Off;Rock Slide;Payback;Retaliate;Foul Play;Thunderbolt;Psychic;Superpower;Hidden Power;Secret Power;Cut;Brutal Swing;Night Slash;Slash;Signal Beam;Psycho Cut;Flamethrower;Dark Pulse;Facade;Hyper Beam;Snore;Pluck;Giga Impact
688,Binacle,rock,water,42,52,67,39,56,50,6,0.5,31.0,0,Dig;Scald;Fury Swipes;Bulldoze;Secret Power;Night Slash;Power-Up Punch;Rock Smash;Sludge Wave;Sludge Bomb;Round;Razor Shell;Brick Break;Stone Edge;Rock Slide;Mud-Slap;Shadow Claw;Poison Jab;Scratch;Earthquake;False Swipe;Cross Chop;Slash;Ice Beam;Smack Down;Dual Chop;X-Scissor;Ancient Power;Payback;Cut;Water Gun;Surf;Facade;Strength;Thief;Water Pulse;Icy Wind;Hidden Power;Fury Cutter;Infestation;Snore
689,Barbaracle,rock,water,72,105,115,54,86,68,6,1.3,96.0,0,Dig;Scald;Superpower;Fury Swipes;Bulldoze;Secret Power;Night Slash;Power-Up Punch;Rock Smash;Sludge Wave;Sludge Bomb;Focus Blast;Skull Bash;Round;Razor Shell;Stone Edge;Brick Break;Rock Slide;Mud-Slap;Shadow Claw;Poison Jab;Scratch;Earthquake;False Swipe;Cross Chop;Slash;Ice Beam;Dragon Claw;Smack Down;Dual Chop;X-Scissor;Ancient Power;Payback;Cut;Water Gun;Surf;Facade;Hyper Beam;Strength;Thief;Water Pulse;Icy Wind;Hidden Power;Brutal Swing;Fury Cutter;Infestation;Earth Power;Snore;Giga Impact
690,Skrelp,poison,water,50,60,60,60,60,30,6,0.5,7.3,0,Acid;Bounce;Round;Hydro Pump;Waterfall;Iron Tail;Thunderbolt;Water Pulse;Bubble;Scald;Icy Wind;Hidden Power;Secret Power;Water Gun;Surf;Venoshock;Outrage;Sludge Wave;Shadow Ball;Poison Tail;Sludge Bomb;Play Rough;Snore;Facade;Aqua Tail;Dragon Pulse;Dive
691,Dragalge,poison,dragon,65,75,90,97,123,44,6,1.8,81.5,0,Acid;Thunder;Bounce;Round;Hydro Pump;Waterfall;Twister;Draco Meteor;Iron Tail;Water Pulse;Thunderbolt;Bubble;Scald;Icy Wind;Hidden Power;Secret Power;Water Gun;Surf;Venoshock;Outrage;Sludge Wave;Dragon Tail;Shadow Ball;Poison Tail;Sludge Bomb;Play Rough;Snore;Hyper Beam;Facade;Aqua Tail;Dragon Pulse;Giga Impact;Dive;Focus Blast
692,Clauncher,water,,50,53,62,58,63,44,6,0.5,8.3,0,Bounce;Round;Waterfall;Rock Slide;Iron Tail;U-turn;Water Pulse;Bubble;Scald;Icy Wind;Hidden Power;Secret Power;Cut;Water Gun;Aqua Jet;Surf;Vice Grip;Venoshock;Muddy Water;Ice Beam;Bubble Beam;Flash Cannon;Smack Down;Sludge Wave;Sludge Bomb;Facade;Snore;Aqua Tail;Dragon Pulse;Dive
693,Clawitzer,water,,71,73,88,120,89,59,6,1.3,35.3,0,Bounce;Round;Waterfall;Rock Slide;Iron Tail;U-turn;Water Pulse;Bubble;Scald;Icy Wind;Hidden Power;Secret Power;Cut;Water Gun;Aqua Jet;Surf;Vice Grip;Venoshock;Muddy Water;Ice Beam;Bubble Beam;Flash Cannon;Dark Pulse;Smack Down;Sludge Wave;Shadow Ball;Sludge Bomb;Hyper Beam;Snore;Facade;Aqua Tail;Dragon Pulse;Giga Impact;Dive;Focus Blast
694,Helioptile,electric,normal,44,38,33,61,43,70,6,0.5,6.0,0,Parabolic Charge;Thunder;Thunder Shock;Round;Volt Switch;Quick Attack;Charge Beam;Dig;Mud-Slap;Rock Slide;Iron Tail;U-turn;Thunderbolt;Pound;Hidden Power;Cut;Bulldoze;Secret Power;Surf;Low Sweep;Signal Beam;Dark Pulse;Electroweb;Wild Charge;Dragon Tail;Facade;Snore
695,Heliolisk,electric,normal,62,55,52,109,94,109,6,1.0,21.0,0,Parabolic Charge;Thunder;Hyper Voice;Thunder Shock;Round;Fire Punch;Volt Switch;Quick Attack;Charge Beam;Dig;Mud-Slap;Rock Slide;Iron Tail;U-turn;Thunderbolt;Pound;Hidden Power;Bulldoze;Secret Power;Cut;Brutal Swing;Surf;Thunder Punch;Low Sweep;Signal Beam;Dark Pulse;Electroweb;Wild Charge;Dragon Tail;Facade;Hyper Beam;Snore;Dragon Pulse;Giga Impact;Focus Blast
696,Tyrunt,rock,dragon,58,89,77,45,45,48,6,0.8,26.0,0,Strength;Stomp;Hyper Voice;Round;Iron Head;Thunder Fang;Zen Headbutt;Fire Fang;Brick Break;Stone Edge;Crunch;Ancient Power;Dig;Rock Slide;Draco Meteor;Iron Tail;Earthquake;Superpower;Hidden Power;Bulldoze;Secret Power;Poison Fang;Thrash;Outrage;Bite;Earth Power;Rock Smash;Dark Pulse;Dragon Claw;Dragon Tail;Facade;Snore;Ice Fang;Dragon Pulse
697,Tyrantrum,rock,dragon,82,121,119,69,59,71,6,2.5,270.0,0,Strength;Stomp;Hyper Voice;Round;Iron Head;Thunder Fang;Zen Headbutt;Fire Fang;Brick Break;Stone Edge;Crunch;Ancient Power;Rock Slide;Head Smash;Dig;Draco Meteor;Iron Tail;Earthquake;Superpower;Hidden Power;Bulldoze;Secret Power;Brutal Swing;Poison Fang;Thrash;Outrage;Bite;Earth Power;Rock Smash;Dark Pulse;Dragon Claw;Dragon Tail;Facade;Snore;Hyper Beam;Ice Fang;Dragon Pulse;Giga Impact
698,Amaura,rock,ice,77,59,50,67,63,46,6,1.3,25.2,0,Hyper Voice;Round;Iron Head;Zen Headbutt;Avalanche;Stone Edge;Charge Beam;Ancient Power;Rock Slide;Iron Tail;Thunderbolt;Water Pulse;Dream Eater;Take Down;Icy Wind;Hidden Power;Bulldoze;Secret Power;Discharge;Outrage;Ice Beam;Earth Power;Flash Cannon;Echoed Voice;Rock Smash;Dark Pulse;Aurora Beam;Dragon Tail;Facade;Powder Snow;Hyper Beam;Snore;Frost Breath;Aqua Tail
699,Aurorus,rock,ice,123,77,72,99,92,58,6,2.7,225.0,0,Thunder;Hyper Voice;Round;Iron Head;Zen Headbutt;Avalanche;Stone Edge;Charge Beam;Ancient Power;Rock Slide;Iron Tail;Thunderbolt;Freeze-Dry;Water Pulse;Dream Eater;Take Down;Earthquake;Icy Wind;Hidden Power;Psychic;Bulldoze;Secret Power;Discharge;Outrage;Ice Beam;Earth Power;Flash Cannon;Echoed Voice;Rock Smash;Dark Pulse;Aurora Beam;Dragon Tail;Facade;Powder Snow;Hyper Beam;Snore;Frost Breath;Aqua Tail;Giga Impact
700,Sylveon,fairy,,95,65,65,110,130,60,6,1.0,23.5,0,Psyshock;Hyper Voice;Round;Covet;Double-Edge;Quick Attack;Dig;Retaliate;Dazzling Gleam;Iron Tail;Moonblast;Take Down;Hidden Power;Fairy Wind;Secret Power;Cut;Draining Kiss;Stored Power;Bite;Synchronoise;Echoed Voice;Last Resort;Shadow Ball;Facade;Snore;Hyper Beam;Giga Impact
701,Hawlucha,fighting,flying,78,92,75,74,63,118,6,0.8,21.5,0,Fire Punch;Zen Headbutt;Focus Punch;Dig;Feint;U-turn;Fly;Superpower;Secret Power;Power-Up Punch;Rock Smash;Focus Blast;Bounce;Round;Iron Head;Brick Break;Stone Edge;Steel Wing;Rock Slide;Poison Jab;False Swipe;High Jump Kick;Thunder Punch;Dual Chop;X-Scissor;Karate Chop;Payback;Retaliate;Sky Drop;Cut;Drain Punch;Last Resort;Sky Attack;Facade;Strength;Wing Attack;Hidden Power;Flying Press;Low Sweep;Snore;Giga Impact;Acrobatics
702,Dedenne,electric,fairy,67,58,57,81,67,101,6,0.2,2.2,0,Parabolic Charge;Thunder;Giga Impact;Thunder Shock;Thief;Round;Covet;Volt Switch;Charge Beam;Dig;Retaliate;Iron Tail;Thunderbolt;U-turn;Hidden Power;Cut;Secret Power;Discharge;Thunder Punch;Signal Beam;Nuzzle;Electroweb;Last Resort;Wild Charge;Play Rough;Snore;Facade
703,Carbink,rock,fairy,50,50,150,50,150,50,6,0.3,5.7,0,Power Gem;Round;Covet;Stone Edge;Ancient Power;Rock Slide;Dazzling Gleam;Moonblast;Psychic;Hidden Power;Secret Power;Explosion;Earth Power;Smack Down;Facade;Snore
704,Goomy,dragon,,45,50,35,55,75,40,6,0.3,2.8,0,Body Slam;Round;Dragon Breath;Rock Slide;Iron Tail;Draco Meteor;Thunderbolt;Water Pulse;Bubble;Hidden Power;Secret Power;Infestation;Outrage;Muddy Water;Sludge Wave;Absorb;Poison Tail;Sludge Bomb;Facade;Snore;Dragon Pulse
705,Sliggoo,dragon,,68,75,53,83,113,60,6,0.8,17.5,0,Body Slam;Round;Dragon Breath;Rock Slide;Iron Tail;Draco Meteor;Thunderbolt;Water Pulse;Bubble;Hidden Power;Secret Power;Infestation;Outrage;Muddy Water;Ice Beam;Sludge Wave;Absorb;Poison Tail;Sludge Bomb;Facade;Snore;Dragon Pulse
706,Goodra,dragon,,90,100,70,110,150,80,6,2.0,150.5,0,Strength;Thunder;Body Slam;Round;Fire Punch;Dragon Breath;Incinerate;Focus Punch;Rock Slide;Feint;Iron Tail;Draco Meteor;Thunderbolt;Water Pulse;Bubble;Earthquake;Superpower;Hidden Power;Bulldoze;Secret Power;Brutal Swing;Infestation;Thunder Punch;Outrage;Muddy Water;Ice Beam;Fire Blast;Flamethrower;Rock Smash;Sludge Wave;Dragon Tail;Absorb;Poison Tail;Sludge Bomb;Hyper Beam;Snore;Facade;Aqua Tail;Dragon Pulse;Power Whip;Giga Impact;Focus Blast
707,Klefki,steel,fairy,57,80,91,80,87,75,6,0.2,3.0,0,Psyshock;Thief;Round;Covet;Dazzling Gleam;Foul Play;Psychic;Hidden Power;Fairy Wind;Secret Power;Cut;Mirror Shot;Draining Kiss;Astonish;Flash Cannon;Last Resort;Play Rough;Hyper Beam;Snore;Facade;Giga Impact
708,Phantump,ghost,grass,43,70,48,50,60,38,6,0.4,7.0,0,Strength;Thief;Phantom Force;Round;Horn Leech;Dig;Rock Slide;Shadow Claw;Energy Ball;Poison Jab;Foul Play;Dream Eater;Psychic;Seed Bomb;Hidden Power;Bulldoze;Secret Power;Cut;Astonish;Power-Up Punch;Solar Beam;Wood Hammer;Rock Smash;Dark Pulse;Shadow Ball;Facade;Giga Drain;Snore
709,Trevenant,ghost,grass,85,110,76,65,82,56,6,1.5,71.0,0,Strength;Focus Blast;Thief;Phantom Force;Round;Horn Leech;Dig;Rock Slide;Shadow Claw;Energy Ball;Poison Jab;Foul Play;Dream Eater;Earthquake;Psychic;Seed Bomb;Hidden Power;Bulldoze;Secret Power;Brutal Swing;Cut;Astonish;Power-Up Punch;Solar Beam;Wood Hammer;Drain Punch;Rock Smash;Dark Pulse;Shadow Ball;Facade;Hyper Beam;Giga Drain;Snore;X-Scissor;Giga Impact
710,Pumpkaboo,ghost,grass,59,66,70,44,55,41,6,0.8,15.0,0,Shadow Sneak;Thief;Round;Charge Beam;Incinerate;Rock Slide;Energy Ball;Foul Play;Dream Eater;Psychic;Seed Bomb;Hidden Power;Secret Power;Flame Charge;Astonish;Solar Beam;Explosion;Fire Blast;Bullet Seed;Flamethrower;Rock Smash;Dark Pulse;Shadow Ball;Razor Leaf;Giga Drain;Sludge Bomb;Facade
711,Gourgeist,ghost,grass,85,100,122,58,75,54,6,1.7,39.0,0,Shadow Sneak;Focus Blast;Thief;Phantom Force;Round;Charge Beam;Incinerate;Rock Slide;Energy Ball;Foul Play;Dream Eater;Psychic;Seed Bomb;Hidden Power;Secret Power;Flame Charge;Astonish;Solar Beam;Explosion;Fire Blast;Bullet Seed;Flamethrower;Rock Smash;Dark Pulse;Shadow Ball;Razor Leaf;Giga Drain;Hyper Beam;Sludge Bomb;Facade;Giga Impact
712,Bergmite,ice,,55,69,85,32,35,28,6,1.0,99.5,0,Strength;Round;Double-Edge;Avalanche;Stone Edge;Rock Slide;Rapid Spin;Water Pulse;Take Down;Icy Wind;Hidden Power;Secret Power;Surf;Bite;Ice Ball;Ice Beam;Flash Cannon;Rock Smash;Facade;Powder Snow;Snore;Ice Fang;Frost Breath
713,Avalugg,ice,,95,117,184,44,46,28,6,2.0,505.0,0,Strength;Skull Bash;Body Slam;Iron Head;Round;Double-Edge;Avalanche;Stone Edge;Crunch;Rock Slide;Rapid Spin;Water Pulse;Take Down;Earthquake;Icy Wind;Superpower;Hidden Power;Bulldoze;Secret Power;Surf;Bite;Ice Ball;Ice Beam;Flash Cannon;Rock Smash;Facade;Powder Snow;Snore;Hyper Beam;Ice Fang;Frost Breath;Giga Impact
714,Noibat,flying,dragon,40,30,35,45,40,55,6,0.5,8.0,0,Gust;Hyper Voice;Thief;Round;Hurricane;Brick Break;Steel Wing;Wing Attack;Shadow Claw;Draco Meteor;Iron Tail;U-turn;Water Pulse;Dream Eater;Leech Life;Heat Wave;Psychic;Fly;Hidden Power;Cut;Secret Power;Air Cutter;Outrage;Solar Beam;Bite;Air Slash;Dark Pulse;Echoed Voice;Sky Attack;Wild Charge;Absorb;Shadow Ball;Facade;X-Scissor;Snore;Uproar;Dragon Pulse;Acrobatics
715,Noivern,flying,dragon,85,70,80,97,80,123,6,1.5,85.0,0,Giga Impact;Gust;Hyper Voice;Thief;Round;Hurricane;Brick Break;Steel Wing;Wing Attack;Shadow Claw;Draco Meteor;Iron Tail;Water Pulse;Dream Eater;U-turn;Leech Life;Heat Wave;Psychic;Fly;Hidden Power;Cut;Secret Power;Air Cutter;Outrage;Solar Beam;Bite;Air Slash;Flamethrower;Dark Pulse;Echoed Voice;Dragon Claw;Sky Attack;Wild Charge;Absorb;Shadow Ball;Facade;Hyper Beam;Snore;X-Scissor;Uproar;Dragon Pulse;Boomburst;Focus Blast;Acrobatics
716,Xerneas,fairy,,126,131,95,131,98,99,6,3.0,215.0,1,Thunder;Psyshock;Hyper Voice;Round;Horn Leech;Zen Headbutt;Rock Slide;Dazzling Gleam;Thunderbolt;Moonblast;Take Down;Psychic;Hidden Power;Secret Power;Cut;Night Slash;Outrage;Flash Cannon;Echoed Voice;Megahorn;Aurora Beam;Facade;Snore;Hyper Beam;Close Combat;Giga Impact;Focus Blast
717,Yveltal,dark,flying,126,131,95,131,98,99,6,5.8,203.0,1,Dragon Rush;Hyper Voice;Thief;Phantom Force;Round;Hurricane;Knock Off;Zen Headbutt;Steel Wing;Rock Slide;Shadow Claw;U-turn;Foul Play;Dream Eater;Heat Wave;Psychic;Fly;Hidden Power;Sky Drop;Cut;Secret Power;Air Slash;Sucker Punch;Dark Pulse;Dragon Claw;Oblivion Wing;Sky Attack;Shadow Ball;Facade;Hyper Beam;Snore;Snarl;Giga Impact;Focus Blast;Acrobatics
